	Team	Number	Name	Goal	GPG	Assist	APG	Block	BPG	Turn	TPG	Games	Tournament	Spirit	Team_Num
273	OZONE	44	MIRA WALKER	3	0.5	2	0.333333333333	1.0	0.166666666667	0.0	0.0	6	2013 USAU Club Championships	3.0	9
274	OZONE	57	LIZ WILLETTS	1	0.166666666667	0	0.0	2.0	0.333333333333	2.0	0.333333333333	6	2013 USAU Club Championships	3.0	9
275	OZONE	71	ANGELA LIN	0	0.0	2	0.333333333333	0.0	0.0	4.0	0.666666666667	6	2013 USAU Club Championships	3.0	9
276	OZONE	80	ALISON DOUGLAS	0	0.0	0	0.0	1.0	0.166666666667	3.0	0.5	6	2013 USAU Club Championships	3.0	9
277	OZONE	?	UNKNOWN	0	0.0	0	0.0	1.0	0.166666666667	2.0	0.333333333333	6	2013 USAU Club Championships	3.0	9
278	PHOENIX	0	SHARON TUCKER	3	0.5	11	1.83333333333	0.0	0.0	10.0	1.66666666667	6	2013 USAU Club Championships	4.33	14
279	PHOENIX	1	KATE MORRISON	3	0.5	2	0.333333333333	3.0	0.5	4.0	0.666666666667	6	2013 USAU Club Championships	4.33	14
280	PHOENIX	2	SHELLIE COHEN	7	1.16666666667	8	1.33333333333	5.0	0.833333333333	16.0	2.66666666667	6	2013 USAU Club Championships	4.33	14
281	PHOENIX	5	JESSI JONES	0	0.0	13	2.16666666667	4.0	0.666666666667	12.0	2.0	6	2013 USAU Club Championships	4.33	14
282	PHOENIX	7	ELIZABETH LONGMIRE	0	0.0	1	0.166666666667	1.0	0.166666666667	5.0	0.833333333333	6	2013 USAU Club Championships	4.33	14
283	PHOENIX	8	MEGAN TARASI	1	0.166666666667	1	0.166666666667	0.0	0.0	6.0	1.0	6	2013 USAU Club Championships	4.33	14
284	PHOENIX	10	MICHELLE NG	2	0.333333333333	0	0.0	0.0	0.0	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	14
285	PHOENIX	11	LISA COUPER	8	1.33333333333	2	0.333333333333	2.0	0.333333333333	4.0	0.666666666667	6	2013 USAU Club Championships	4.33	14
286	PHOENIX	12	ERIN WILTGEN	1	0.166666666667	1	0.166666666667	1.0	0.166666666667	3.0	0.5	6	2013 USAU Club Championships	4.33	14
287	PHOENIX	19	RACHEL JOHNSON	5	0.833333333333	1	0.166666666667	0.0	0.0	3.0	0.5	6	2013 USAU Club Championships	4.33	14
288	PHOENIX	20	SHANNON MATZINGER	2	0.333333333333	1	0.166666666667	1.0	0.166666666667	1.0	0.166666666667	6	2013 USAU Club Championships	4.33	14
289	PHOENIX	22	HEATHER ZIMMERMAN	2	0.333333333333	3	0.5	4.0	0.666666666667	6.0	1.0	6	2013 USAU Club Championships	4.33	14
290	PHOENIX	24	JUDY WINGLEE	10	1.66666666667	3	0.5	4.0	0.666666666667	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	14
291	PHOENIX	26	JOHANNAH SANCHEZ-ADAMS	11	1.83333333333	3	0.5	0.0	0.0	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	14
292	PHOENIX	29	ERIN MORDECAI	1	0.166666666667	0	0.0	1.0	0.166666666667	3.0	0.5	6	2013 USAU Club Championships	4.33	14
293	PHOENIX	34	FRANNIE GOODRICH	3	0.5	1	0.166666666667	1.0	0.166666666667	0.0	0.0	6	2013 USAU Club Championships	4.33	14
294	PHOENIX	37	VIRGINIA CONOVER	1	0.166666666667	0	0.0	0.0	0.0	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	14
295	PHOENIX	42	MEG DUFFY	1	0.166666666667	0	0.0	0.0	0.0	0.0	0.0	6	2013 USAU Club Championships	4.33	14
296	PHOENIX	44	KATY HARRIS	0	0.0	0	0.0	0.0	0.0	0.0	0.0	6	2013 USAU Club Championships	4.33	14
297	PHOENIX	50	HEATHER ANN BRAUER	2	0.333333333333	0	0.0	1.0	0.166666666667	3.0	0.5	6	2013 USAU Club Championships	4.33	14
298	PHOENIX	52	CLAIRE CHASTAIN	1	0.166666666667	15	2.5	5.0	0.833333333333	19.0	3.16666666667	6	2013 USAU Club Championships	4.33	14
299	PHOENIX	84	DIANA LAM	1	0.166666666667	0	0.0	1.0	0.166666666667	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	14
300	PHOENIX	?	UNKNOWN	1	0.166666666667	1	0.166666666667	0.0	0.0	1.0	0.166666666667	6	2013 USAU Club Championships	4.33	14
301	RIOT	1	ALYSSA WEATHERFORD	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.43	1
302	RIOT	2	ELLE BURSTEIN	1	0.142857142857	2	0.285714285714	1.0	0.142857142857	5.0	0.714285714286	7	2013 USAU Club Championships	4.43	1
303	RIOT	3	GWEN AMBLER	3	0.428571428571	6	0.857142857143	2.0	0.285714285714	9.0	1.28571428571	7	2013 USAU Club Championships	4.43	1
304	RIOT	4	ROHRE TITCOMB	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.43	1
305	RIOT	5	KATE KINGERY	6	0.857142857143	3	0.428571428571	0.0	0.0	7.0	1.0	7	2013 USAU Club Championships	4.43	1
306	RIOT	6	SARAH GRIFFITH	8	1.14285714286	17	2.42857142857	4.0	0.571428571429	4.0	0.571428571429	7	2013 USAU Club Championships	4.43	1
307	RIOT	7	CALISE CARDENAS	15	2.14285714286	3	0.428571428571	5.0	0.714285714286	3.0	0.428571428571	7	2013 USAU Club Championships	4.43	1
308	RIOT	8	RACHEL BRADSHAW	4	0.571428571429	3	0.428571428571	2.0	0.285714285714	1.0	0.142857142857	7	2013 USAU Club Championships	4.43	1
309	RIOT	9	SHANNON MCDOWELL	2	0.285714285714	6	0.857142857143	6.0	0.857142857143	9.0	1.28571428571	7	2013 USAU Club Championships	4.43	1
310	RIOT	10	HANNAH KREILKAMP	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.43	1
311	RIOT	11	SHANNON OÂMALLEY	3	0.428571428571	2	0.285714285714	4.0	0.571428571429	14.0	2.0	7	2013 USAU Club Championships	4.43	1
312	RIOT	12	CALLIE MAH	3	0.428571428571	4	0.571428571429	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.43	1
313	RIOT	13	HEIDI-MARIE WIGGINS	2	0.285714285714	2	0.285714285714	1.0	0.142857142857	6.0	0.857142857143	7	2013 USAU Club Championships	4.43	1
314	RIOT	14	HANA KAWAI	13	1.85714285714	6	0.857142857143	9.0	1.28571428571	16.0	2.28571428571	7	2013 USAU Club Championships	4.43	1
315	RIOT	15	DREW JOHNSON	2	0.285714285714	6	0.857142857143	5.0	0.714285714286	9.0	1.28571428571	7	2013 USAU Club Championships	4.43	1
316	RIOT	16	SHIRA STERN	1	0.142857142857	2	0.285714285714	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.43	1
317	RIOT	17	DOMINIQUE FONTENETTE	6	0.857142857143	6	0.857142857143	0.0	0.0	4.0	0.571428571429	7	2013 USAU Club Championships	4.43	1
318	RIOT	19	FIONA MCKIBBEN	2	0.285714285714	1	0.142857142857	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.43	1
319	RIOT	20	KATY CRALEY	5	0.714285714286	3	0.428571428571	8.0	1.14285714286	6.0	0.857142857143	7	2013 USAU Club Championships	4.43	1
320	RIOT	21	MOLLY MCKEON	1	0.142857142857	1	0.142857142857	2.0	0.285714285714	3.0	0.428571428571	7	2013 USAU Club Championships	4.43	1
321	RIOT	23	SABRINA FONG	4	0.571428571429	4	0.571428571429	4.0	0.571428571429	5.0	0.714285714286	7	2013 USAU Club Championships	4.43	1
322	RIOT	34	ANGELICA BOYDEN	5	0.714285714286	13	1.85714285714	2.0	0.285714285714	8.0	1.14285714286	7	2013 USAU Club Championships	4.43	1
323	RIOT	38	KATHRYN LAWSON	4	0.571428571429	1	0.142857142857	0.0	0.0	1.0	0.142857142857	7	2013 USAU Club Championships	4.43	1
324	RIOT	55	NORA CARR	0	0.0	2	0.285714285714	2.0	0.285714285714	4.0	0.571428571429	7	2013 USAU Club Championships	4.43	1
325	RIOT	77	JILLIAN GOODREAU	2	0.285714285714	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.43	1
326	RIOT	81	CHARLIE MERCER	2	0.285714285714	1	0.142857142857	3.0	0.428571428571	1.0	0.142857142857	7	2013 USAU Club Championships	4.43	1
327	RIOT	91	SARAH DAVIS	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.43	1
328	RIOT	?	UNKNOWN	1	0.142857142857	0	0.0	0.0	0.0	2.0	0.285714285714	7	2013 USAU Club Championships	4.43	1
329	SCANDAL	1	CHRISTIE LAWRY	2	0.285714285714	5	0.714285714286	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.36	10
330	SCANDAL	3	AMY WICKNER	1	0.142857142857	1	0.142857142857	3.0	0.428571428571	2.0	0.285714285714	7	2013 USAU Club Championships	4.36	10
331	SCANDAL	4	SARAH ITOH	6	0.857142857143	3	0.428571428571	4.0	0.571428571429	6.0	0.857142857143	7	2013 USAU Club Championships	4.36	10
332	SCANDAL	5	ALLISON MADDUX	5	0.714285714286	6	0.857142857143	8.0	1.14285714286	14.0	2.0	7	2013 USAU Club Championships	4.36	10
333	SCANDAL	7	KIMBERLY BEACH	7	1.0	0	0.0	3.0	0.428571428571	0.0	0.0	7	2013 USAU Club Championships	4.36	10
334	SCANDAL	8	KRISTIN FRANKE	2	0.285714285714	2	0.285714285714	0.0	0.0	1.0	0.142857142857	7	2013 USAU Club Championships	4.36	10
335	SCANDAL	9	OCTAVIA PAYNE	6	0.857142857143	14	2.0	8.0	1.14285714286	17.0	2.42857142857	7	2013 USAU Club Championships	4.36	10
336	SCANDAL	10	JENNY FEY	3	0.428571428571	6	0.857142857143	2.0	0.285714285714	4.0	0.571428571429	7	2013 USAU Club Championships	4.36	10
337	SCANDAL	11	KIRSTEN UNFRIED	8	1.14285714286	4	0.571428571429	1.0	0.142857142857	4.0	0.571428571429	7	2013 USAU Club Championships	4.36	10
338	SCANDAL	13	KATH RATCLIFF	4	0.571428571429	11	1.57142857143	2.0	0.285714285714	8.0	1.14285714286	7	2013 USAU Club Championships	4.36	10
339	SCANDAL	14	SAMANTHA MCCLELLAN	7	1.0	3	0.428571428571	0.0	0.0	2.0	0.285714285714	7	2013 USAU Club Championships	4.36	10
340	SCANDAL	16	LEAH TSINAJINNIE	0	0.0	2	0.285714285714	1.0	0.142857142857	1.0	0.142857142857	7	2013 USAU Club Championships	4.36	10
341	SCANDAL	17	SHINO YOSHEN	0	0.0	1	0.142857142857	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.36	10
342	SCANDAL	18	CRYSTAL DAVIS	1	0.142857142857	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.36	10
343	SCANDAL	19	ALICIA WHITE	9	1.28571428571	9	1.28571428571	5.0	0.714285714286	5.0	0.714285714286	7	2013 USAU Club Championships	4.36	10
344	SCANDAL	20	ALIKA JOHNSTON	8	1.14285714286	4	0.571428571429	2.0	0.285714285714	2.0	0.285714285714	7	2013 USAU Club Championships	4.36	10
345	SCANDAL	23	LAUREN SADLER	4	0.571428571429	0	0.0	1.0	0.142857142857	1.0	0.142857142857	7	2013 USAU Club Championships	4.36	10
346	SCANDAL	24	AMY HUDSON	3	0.428571428571	2	0.285714285714	3.0	0.428571428571	1.0	0.142857142857	7	2013 USAU Club Championships	4.36	10
347	SCANDAL	37	SANDY JORGENSEN	12	1.71428571429	9	1.28571428571	15.0	2.14285714286	5.0	0.714285714286	7	2013 USAU Club Championships	4.36	10
348	SCANDAL	42	ALISHA KRAMER	1	0.142857142857	0	0.0	2.0	0.285714285714	2.0	0.285714285714	7	2013 USAU Club Championships	4.36	10
349	SCANDAL	55	MOLLY ROY	4	0.571428571429	0	0.0	3.0	0.428571428571	1.0	0.142857142857	7	2013 USAU Club Championships	4.36	10
350	SCANDAL	71	SASHA BUGLER	0	0.0	4	0.571428571429	1.0	0.142857142857	3.0	0.428571428571	7	2013 USAU Club Championships	4.36	10
351	SCANDAL	77	QUINNE FARENWALD	2	0.285714285714	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.36	10
352	SCANDAL	89	ANNE MERCIER	6	0.857142857143	13	1.85714285714	5.0	0.714285714286	9.0	1.28571428571	7	2013 USAU Club Championships	4.36	10
353	SCANDAL	91	JESSIE OÂCONNOR	2	0.285714285714	3	0.428571428571	4.0	0.571428571429	6.0	0.857142857143	7	2013 USAU Club Championships	4.36	10
354	SCANDAL	?	UNKNOWN	0	0.0	0	0.0	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.36	10
355	SCHWA	0	KATHRYN WEATHERHEAD	2	0.333333333333	0	0.0	1.0	0.166666666667	6.0	1.0	6	2013 USAU Club Championships	4.33	5
356	SCHWA	1	SHAHNNEN KNOX	1	0.166666666667	0	0.0	0.0	0.0	3.0	0.5	6	2013 USAU Club Championships	4.33	5
357	SCHWA	2	KIMBER COLES	3	0.5	7	1.16666666667	2.0	0.333333333333	0.0	0.0	6	2013 USAU Club Championships	4.33	5
358	SCHWA	3	BRE AUSTIN	2	0.333333333333	1	0.166666666667	2.0	0.333333333333	5.0	0.833333333333	6	2013 USAU Club Championships	4.33	5
359	SCHWA	4	TIFFANY HENDERSON	6	1.0	1	0.166666666667	2.0	0.333333333333	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	5
360	SCHWA	5	SARA YORK	0	0.0	1	0.166666666667	3.0	0.5	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	5
361	SCHWA	6	CHLOE MANDELL	1	0.166666666667	1	0.166666666667	1.0	0.166666666667	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	5
362	SCHWA	7	BECKIE ZIPP	2	0.333333333333	5	0.833333333333	0.0	0.0	4.0	0.666666666667	6	2013 USAU Club Championships	4.33	5
363	SCHWA	9	EMELIE MCKAIN	1	0.166666666667	5	0.833333333333	2.0	0.333333333333	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	5
364	SCHWA	10	MALINA WIEBE	10	1.66666666667	6	1.0	7.0	1.16666666667	5.0	0.833333333333	6	2013 USAU Club Championships	4.33	5
365	SCHWA	11	EMILY FLANDERS	3	0.5	0	0.0	2.0	0.333333333333	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	5
366	SCHWA	13	KELLY HANSEN	3	0.5	2	0.333333333333	0.0	0.0	4.0	0.666666666667	6	2013 USAU Club Championships	4.33	5
367	SCHWA	14	JENNY TIBBALS	4	0.666666666667	2	0.333333333333	2.0	0.333333333333	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	5
368	SCHWA	15	SARAH READ-BROWN	0	0.0	1	0.166666666667	4.0	0.666666666667	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	5
369	SCHWA	16	ADRIENNE BOVEE	0	0.0	0	0.0	0.0	0.0	0.0	0.0	6	2013 USAU Club Championships	4.33	5
370	SCHWA	17	DELIA CHIU	1	0.166666666667	4	0.666666666667	2.0	0.333333333333	8.0	1.33333333333	6	2013 USAU Club Championships	4.33	5
371	SCHWA	19	KELSEY COLPITTS	0	0.0	3	0.5	0.0	0.0	8.0	1.33333333333	6	2013 USAU Club Championships	4.33	5
372	SCHWA	20	ALEX ODE	2	0.333333333333	1	0.166666666667	1.0	0.166666666667	6.0	1.0	6	2013 USAU Club Championships	4.33	5
373	SCHWA	24	AUBRI BISHOP	0	0.0	0	0.0	0.0	0.0	0.0	0.0	6	2013 USAU Club Championships	4.33	5
374	SCHWA	26	ALEXA DIX	0	0.0	0	0.0	0.0	0.0	6.0	1.0	6	2013 USAU Club Championships	4.33	5
375	SCHWA	28	MEGHAN MILLER	4	0.666666666667	2	0.333333333333	4.0	0.666666666667	5.0	0.833333333333	6	2013 USAU Club Championships	4.33	5
376	SCHWA	29	LORA LIEGEL	0	0.0	0	0.0	0.0	0.0	1.0	0.166666666667	6	2013 USAU Club Championships	4.33	5
377	SCHWA	33	CATE ROSCOE	0	0.0	4	0.666666666667	1.0	0.166666666667	7.0	1.16666666667	6	2013 USAU Club Championships	4.33	5
378	SCHWA	77	JEN SANDERSON	2	0.333333333333	1	0.166666666667	3.0	0.5	2.0	0.333333333333	6	2013 USAU Club Championships	4.33	5
379	SCHWA	87	JENICA VILLAMOR	1	0.166666666667	2	0.333333333333	0.0	0.0	5.0	0.833333333333	6	2013 USAU Club Championships	4.33	5
380	SCHWA	?	UNKNOWN	0	0.0	0	0.0	0.0	0.0	3.0	0.5	6	2013 USAU Club Championships	4.33	5
381	SHOWDOWN	2	LISA ETCHISON	0	0.0	0	0.0	0.0	0.0	1.0	0.142857142857	7	2013 USAU Club Championships	4.14	7
382	SHOWDOWN	3	BECCA SHELTON	2	0.285714285714	0	0.0	0.0	0.0	1.0	0.142857142857	7	2013 USAU Club Championships	4.14	7
383	SHOWDOWN	5	CARA CROUCH	5	0.714285714286	20	2.85714285714	5.0	0.714285714286	8.0	1.14285714286	7	2013 USAU Club Championships	4.14	7
384	SHOWDOWN	6	SHEILA OGDEN	3	0.428571428571	0	0.0	0.0	0.0	6.0	0.857142857143	7	2013 USAU Club Championships	4.14	7
385	SHOWDOWN	7	FRANCES TSUKANO	5	0.714285714286	0	0.0	1.0	0.142857142857	2.0	0.285714285714	7	2013 USAU Club Championships	4.14	7
386	SHOWDOWN	8	SHEREEN RABIE	7	1.0	6	0.857142857143	3.0	0.428571428571	17.0	2.42857142857	7	2013 USAU Club Championships	4.14	7
387	SHOWDOWN	11	KATEY FORTH	7	1.0	16	2.28571428571	5.0	0.714285714286	15.0	2.14285714286	7	2013 USAU Club Championships	4.14	7
388	SHOWDOWN	12	DIANA CHARRIER	5	0.714285714286	4	0.571428571429	2.0	0.285714285714	4.0	0.571428571429	7	2013 USAU Club Championships	4.14	7
389	SHOWDOWN	13	SARAH BLYTH	2	0.285714285714	14	2.0	8.0	1.14285714286	11.0	1.57142857143	7	2013 USAU Club Championships	4.14	7
390	SHOWDOWN	14	EDITH TENG	0	0.0	0	0.0	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.14	7
391	SHOWDOWN	15	MARJO POINDEXTER	2	0.285714285714	0	0.0	2.0	0.285714285714	1.0	0.142857142857	7	2013 USAU Club Championships	4.14	7
392	SHOWDOWN	16	SARAH LEVINN	12	1.71428571429	0	0.0	2.0	0.285714285714	0.0	0.0	7	2013 USAU Club Championships	4.14	7
393	SHOWDOWN	17	ENESSA JANES	7	1.0	0	0.0	5.0	0.714285714286	3.0	0.428571428571	7	2013 USAU Club Championships	4.14	7
394	SHOWDOWN	18	HANNAH MURRAY	1	0.142857142857	0	0.0	1.0	0.142857142857	1.0	0.142857142857	7	2013 USAU Club Championships	4.14	7
395	SHOWDOWN	23	LILLY WHITE	2	0.285714285714	0	0.0	1.0	0.142857142857	2.0	0.285714285714	7	2013 USAU Club Championships	4.14	7
396	SHOWDOWN	24	HOLLY GREUNKE	1	0.142857142857	5	0.714285714286	5.0	0.714285714286	5.0	0.714285714286	7	2013 USAU Club Championships	4.14	7
397	SHOWDOWN	25	TINA WOODINGS	1	0.142857142857	3	0.428571428571	4.0	0.571428571429	6.0	0.857142857143	7	2013 USAU Club Championships	4.14	7
398	SHOWDOWN	27	CHRISTINA CONTRERAS	10	1.42857142857	2	0.285714285714	1.0	0.142857142857	4.0	0.571428571429	7	2013 USAU Club Championships	4.14	7
399	SHOWDOWN	31	SHELBY KUNI	4	0.571428571429	3	0.428571428571	6.0	0.857142857143	3.0	0.428571428571	7	2013 USAU Club Championships	4.14	7
400	SHOWDOWN	32	BEX FORTH	4	0.571428571429	6	0.857142857143	4.0	0.571428571429	3.0	0.428571428571	7	2013 USAU Club Championships	4.14	7
401	SHOWDOWN	34	JESS HUYNH	2	0.285714285714	2	0.285714285714	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.14	7
402	SHOWDOWN	71	ANNA SCHOTT	1	0.142857142857	3	0.428571428571	0.0	0.0	0.0	0.0	7	2013 USAU Club Championships	4.14	7
403	SHOWDOWN	75	AUSTINE LIN	0	0.0	1	0.142857142857	1.0	0.142857142857	2.0	0.285714285714	7	2013 USAU Club Championships	4.14	7
404	SHOWDOWN	77	RACHEL MASSEY	3	0.428571428571	2	0.285714285714	0.0	0.0	4.0	0.571428571429	7	2013 USAU Club Championships	4.14	7
405	SHOWDOWN	99	JANEL VENZANT	3	0.428571428571	2	0.285714285714	0.0	0.0	9.0	1.28571428571	7	2013 USAU Club Championships	4.14	7
406	SHOWDOWN	?	UNKNOWN	0	0.0	0	0.0	0.0	0.0	3.0	0.428571428571	7	2013 USAU Club Championships	4.14	7
407	TRAFFIC	0	TERRI WHITEHEAD	11	1.83333333333	0	0.0	5.0	0.833333333333	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
408	TRAFFIC	2	DANIELLE FORTIN	3	0.5	12	2.0	3.0	0.5	16.0	2.66666666667	6	2013 USAU Club Championships	3.83	4
409	TRAFFIC	3	MICHELLE NING	0	0.0	3	0.5	1.0	0.166666666667	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
410	TRAFFIC	4	KATIE BEREZAN	1	0.166666666667	2	0.333333333333	1.0	0.166666666667	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
411	TRAFFIC	5	ASHLEE DAVISON	7	1.16666666667	6	1.0	6.0	1.0	3.0	0.5	6	2013 USAU Club Championships	3.83	4
412	TRAFFIC	6	BETSY CHAN	1	0.166666666667	0	0.0	1.0	0.166666666667	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
413	TRAFFIC	7	ALLIE SHORT	2	0.333333333333	1	0.166666666667	0.0	0.0	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
414	TRAFFIC	9	JESSICA ROCKLIFF	1	0.166666666667	1	0.166666666667	2.0	0.333333333333	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
415	TRAFFIC	11	EVA CHAM	0	0.0	2	0.333333333333	1.0	0.166666666667	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
416	TRAFFIC	12	MARIA CHAU	2	0.333333333333	6	1.0	0.0	0.0	8.0	1.33333333333	6	2013 USAU Club Championships	3.83	4
417	TRAFFIC	13	MIRA DONALDSON	4	0.666666666667	10	1.66666666667	1.0	0.166666666667	10.0	1.66666666667	6	2013 USAU Club Championships	3.83	4
418	TRAFFIC	17	CANDICE CHAN	8	1.33333333333	2	0.333333333333	1.0	0.166666666667	6.0	1.0	6	2013 USAU Club Championships	3.83	4
419	TRAFFIC	18	KIRA FREW	2	0.333333333333	10	1.66666666667	3.0	0.5	6.0	1.0	6	2013 USAU Club Championships	3.83	4
420	TRAFFIC	20	KAT NEAL	1	0.166666666667	1	0.166666666667	1.0	0.166666666667	3.0	0.5	6	2013 USAU Club Championships	3.83	4
421	TRAFFIC	21	RENA KAWABATA	3	0.5	3	0.5	0.0	0.0	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
422	TRAFFIC	23	JULIE DAVIAU	0	0.0	1	0.166666666667	2.0	0.333333333333	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
423	TRAFFIC	26	BEVERLEY PORTER	2	0.333333333333	4	0.666666666667	2.0	0.333333333333	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
424	TRAFFIC	27	SANYA PLESHAKOV	4	0.666666666667	1	0.166666666667	1.0	0.166666666667	3.0	0.5	6	2013 USAU Club Championships	3.83	4
425	TRAFFIC	33	LAURA MASON	2	0.333333333333	2	0.333333333333	3.0	0.5	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
426	TRAFFIC	37	TASIA BALDING	0	0.0	4	0.666666666667	0.0	0.0	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
427	TRAFFIC	42	RACHEL MOENS	7	1.16666666667	7	1.16666666667	6.0	1.0	6.0	1.0	6	2013 USAU Club Championships	3.83	4
428	TRAFFIC	61	AMY HODGINS	0	0.0	1	0.166666666667	0.0	0.0	0.0	0.0	6	2013 USAU Club Championships	3.83	4
429	TRAFFIC	66	CRYSTAL KOO	0	0.0	0	0.0	0.0	0.0	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
430	TRAFFIC	77	JENNIFER KWOK	10	1.66666666667	4	0.666666666667	3.0	0.5	3.0	0.5	6	2013 USAU Club Championships	3.83	4
431	TRAFFIC	89	CAROLYN CHURCHLAND	2	0.333333333333	0	0.0	2.0	0.333333333333	1.0	0.166666666667	6	2013 USAU Club Championships	3.83	4
432	TRAFFIC	90	CATHERINE HUI	15	2.5	6	1.0	4.0	0.666666666667	7.0	1.16666666667	6	2013 USAU Club Championships	3.83	4
433	TRAFFIC	91	ANNE-MARIE CAREY	2	0.333333333333	1	0.166666666667	0.0	0.0	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
434	TRAFFIC	?	UNKNOWN	0	0.0	0	0.0	0.0	0.0	2.0	0.333333333333	6	2013 USAU Club Championships	3.83	4
435	TEAM USA	24	ALEX SNYDER	1	0.166666666667	10	1.66666666667					6	2013 World Games		20
436	TEAM USA	27	ASHLIN JOYE	3	0.5	6	1.0					6	2013 World Games		20
437	TEAM USA	50	BEAU KITTREDGE	15	2.5	7	1.16666666667					6	2013 World Games		20
438	TEAM USA	5	CARA CROUCH	2	0.333333333333	3	0.5					6	2013 World Games		20
439	TEAM USA	78	DYLAN TUNNELL	3	0.5	12	2.0					6	2013 World Games		20
440	TEAM USA	3	GEORGE STUBBS	9	1.5	7	1.16666666667					6	2013 World Games		20
441	TEAM USA	19	GEORGIA BOSSCHER	3	0.5	3	0.5					6	2013 World Games		20
442	TEAM USA	40	MAC TAYLOR	7	1.16666666667	17	2.83333333333					6	2013 World Games		20
443	TEAM USA	18	MICHAEL NATENBERG	7	1.16666666667	5	0.833333333333					6	2013 World Games		20
444	TEAM USA	9	OCTAVIA PAYNE	4	0.666666666667	1	0.166666666667					6	2013 World Games		20
445	TEAM USA	16	RYAN FARRELL	6	1.0	6	1.0					6	2013 World Games		20
446	TEAM USA	6	SARAH GRIFFITH	11	1.83333333333	0	0.0					6	2013 World Games		20
447	TEAM USA	13	VIRGINIA HOWARD	6	1.0	0	0.0					6	2013 World Games		20
448	NIGHTLOCK	00	KARA KELLY	0	0.0	0	0.0					4	2014 USAU Club Championships	13.71	6
449	NIGHTLOCK	01	SHARON TSENG	2	0.5	2	0.5					4	2014 USAU Club Championships	13.71	6
450	NIGHTLOCK	02	MARISA RAFTER	5	1.25	7	1.75					4	2014 USAU Club Championships	13.71	6
451	NIGHTLOCK	03	MICHAELA LEE	3	0.75	3	0.75					4	2014 USAU Club Championships	13.71	6
452	NIGHTLOCK	04	MARIKA AUSTIN	3	0.75	5	1.25					4	2014 USAU Club Championships	13.71	6
453	NIGHTLOCK	06	MONISHA WHITE	0	0.0	0	0.0					4	2014 USAU Club Championships	13.71	6
454	NIGHTLOCK	07	CLAIRE SHARMAN	12	3.0	4	1.0					4	2014 USAU Club Championships	13.71	6
455	NIGHTLOCK	08	RACHEL HABBERT	3	0.75	6	1.5					4	2014 USAU Club Championships	13.71	6
456	NIGHTLOCK	11	IRIS LEUNG	7	1.75	1	0.25					4	2014 USAU Club Championships	13.71	6
457	NIGHTLOCK	12	HEATHER WAUGH	2	0.5	5	1.25					4	2014 USAU Club Championships	13.71	6
458	NIGHTLOCK	13	MARIE LAURENZA	4	1.0	5	1.25					4	2014 USAU Club Championships	13.71	6
459	NIGHTLOCK	14	EMMY KOLANZ	3	0.75	0	0.0					4	2014 USAU Club Championships	13.71	6
